zone_id,cell_id,lat,lon,pop,area,liquefaccion,deslizamiento
libertador,c01290,10.510318002155964,-66.93012899004546,270.37710743801654,Barrio El Tanque,0.0006,0.0009
libertador,c01291,10.510318002155964,-66.92875857556584,270.37710743801654,Barrio El Tanque,0.0005,0.0009
libertador,c01292,10.510318002155964,-66.92738816108621,270.37710743801654,Barrio El Tanque,0.0005,0.001
libertador,c01293,10.510318002155964,-66.92601774660659,270.37710743801654,Barrio El Tanque,0.0005,0.0009
libertador,c01294,10.510318002155964,-66.92464733212697,270.37710743801654,Barrio El Tanque,0.0005,0.0009
libertador,c01295,10.510318002155964,-66.92327691764734,270.37710743801654,Barrio El Tanque,0.0005,0.0013
libertador,c01296,10.510318002155964,-66.92190650316772,270.37710743801654,Barrio El Tanque,0.0005,0.0013
libertador,c01297,10.510318002155964,-66.9205360886881,270.37710743801654,Barrio El Tanque,0.0005,0.0015
libertador,c01298,10.510318002155964,-66.91916567420847,277.964958677686,El Silencio,0.0005,0.0013
libertador,c01299,10.510318002155964,-66.91779525972885,277.964958677686,El Silencio,0.0005,0.0013
libertador,c01300,10.510318002155964,-66.91642484524922,277.964958677686,El Silencio,0.0005,0.0012
libertador,c01301,10.510318002155964,-66.9150544307696,277.964958677686,El Silencio,0.0005,0.0011
libertador,c01302,10.510318002155964,-66.91368401628998,277.964958677686,El Silencio,0.0005,0.0011
libertador,c01303,10.510318002155964,-66.91231360181035,277.964958677686,El Silencio,0.0006,0.0011
libertador,c01304,10.510318002155964,-66.91094318733073,277.964958677686,El Silencio,0.0006,0.0011
libertador,c01305,10.510318002155964,-66.9095727728511,277.964958677686,El Silencio,0.0006,0.0011
libertador,c01306,10.510318002155964,-66.90820235837148,277.964958677686,El Silencio,0.001,0.0011
libertador,c01307,10.510318002155964,-66.90683194389186,277.964958677686,El Silencio,0.001,0.0011
libertador,c01308,10.510318002155964,-66.90546152941224,277.964958677686,El Silencio,0.001,0.0011
libertador,c01309,10.510318002155964,-66.90409111493261,274.7466115702479,Sarría,0.0009,0.0011
libertador,c01310,10.510318002155964,-66.90272070045299,274.7466115702479,Sarría,0.0009,0.0
libertador,c01311,10.510318002155964,-66.90135028597336,274.7466115702479,Sarría,0.0009,0.0
libertador,c01312,10.510318002155964,-66.89997987149374,274.7466115702479,Sarría,0.0005,0.0011
libertador,c01313,10.510318002155964,-66.89860945701412,274.7466115702479,Sarría,0.0005,0.0011
libertador,c01314,10.510318002155964,-66.8972390425345,274.7466115702479,Sarría,0.0005,0.0011
libertador,c01315,10.510318002155964,-66.89586862805487,274.7466115702479,Sarría,0.0005,0.0011
libertador,c01316,10.510318002155964,-66.89449821357525,274.7466115702479,Sarría,0.0004,0.0011
libertador,c01317,10.510318002155964,-66.89312779909562,274.7466115702479,Sarría,0.0004,0.0011
libertador,c01318,10.510318002155964,-66.891757384616,274.7466115702479,Sarría,0.0004,0.0011
libertador,c01319,10.510318002155964,-66.89038697013638,274.7466115702479,Sarría,0.0,0.0011
libertador,c01320,10.510318002155964,-66.88901655565675,271.568347107438,Barrio Los Manolos,0.0,0.0011
libertador,c01321,10.510318002155964,-66.88764614117713,271.568347107438,Barrio Los Manolos,0.0,0.0011
libertador,c01322,10.510318002155964,-66.8862757266975,271.568347107438,Barrio Los Manolos,0.0,0.0011
libertador,c01323,10.510318002155964,-66.88490531221788,271.568347107438,Barrio Los Manolos,0.0,0.0011
libertador,c01324,10.510318002155964,-66.88353489773826,271.568347107438,Barrio Los Manolos,0.0,0.0011
libertador,c01325,10.510318002155964,-66.88216448325863,271.568347107438,Barrio Los Manolos,0.0,0.0011
libertador,c01326,10.510318002155964,-66.88079406877901,271.568347107438,Barrio Los Manolos,0.0,0.0011
libertador,c01327,10.510318002155964,-66.87942365429939,271.568347107438,Barrio Los Manolos,0.0,0.002
libertador,c01328,10.510318002155964,-66.87805323981976,271.568347107438,Barrio Los Manolos,0.0,0.0018
libertador,c01329,10.510318002155964,-66.87668282534014,271.568347107438,Barrio Los Manolos,0.0,0.0018
libertador,c01330,10.510318002155964,-66.87531241086052,271.568347107438,Barrio Los Manolos,0.0,0.0018
libertador,c01331,10.510318002155964,-66.87394199638089,935.0742424242424,El Mirador,0.0,0.0013
libertador,c01332,10.510318002155964,-66.87257158190127,935.0742424242424,El Mirador,0.0,0.0013
libertador,c01333,10.510318002155964,-66.87120116742165,935.0742424242424,El Mirador,0.0,0.0017
libertador,c01334,10.511665468918451,-66.94931479276019,407.6488311688312,El Refugio,0.0004,0.0014
libertador,c01335,10.511665468918451,-66.94794437828057,407.6488311688312,El Refugio,0.0004,0.0
libertador,c01336,10.511665468918451,-66.94657396380094,407.6488311688312,El Refugio,0.0004,0.0
libertador,c01337,10.511665468918451,-66.94520354932132,407.6488311688312,El Refugio,0.0004,0.0
libertador,c01338,10.511665468918451,-66.9438331348417,407.6488311688312,El Refugio,0.0004,0.0009
libertador,c01339,10.511665468918451,-66.94246272036207,407.6488311688312,El Refugio,0.0004,0.0
libertador,c01340,10.511665468918451,-66.94109230588245,407.6488311688312,El Refugio,0.0005,0.0
libertador,c01341,10.511665468918451,-66.93972189140283,407.6488311688312,El Refugio,0.0005,0.0
libertador,c01342,10.511665468918451,-66.9383514769232,407.6488311688312,El Refugio,0.0005,0.0
libertador,c01343,10.511665468918451,-66.93698106244358,407.6488311688312,El Refugio,0.0006,0.0
libertador,c01344,10.511665468918451,-66.93561064796395,407.6488311688312,El Refugio,0.0006,0.0
libertador,c01345,10.511665468918451,-66.93424023348433,416.8096103896104,La Ceiba,0.0006,0.0009
libertador,c01346,10.511665468918451,-66.93286981900471,416.8096103896104,La Ceiba,0.0006,0.0009
libertador,c01347,10.511665468918451,-66.93149940452508,416.8096103896104,La Ceiba,0.0006,0.0009
libertador,c01348,10.511665468918451,-66.93012899004546,416.8096103896104,La Ceiba,0.0006,0.0009
libertador,c01349,10.511665468918451,-66.92875857556584,416.8096103896104,La Ceiba,0.0005,0.0009
libertador,c01350,10.511665468918451,-66.92738816108621,416.8096103896104,La Ceiba,0.0005,0.0
libertador,c01351,10.511665468918451,-66.92601774660659,416.8096103896104,La Ceiba,0.0005,0.001
libertador,c01352,10.511665468918451,-66.92464733212697,416.8096103896104,La Ceiba,0.0005,0.001
libertador,c01353,10.511665468918451,-66.92327691764734,416.8096103896104,La Ceiba,0.0005,0.0015
libertador,c01354,10.511665468918451,-66.92190650316772,416.8096103896104,La Ceiba,0.0005,0.0015
libertador,c01355,10.511665468918451,-66.9205360886881,416.8096103896104,La Ceiba,0.0005,0.0013
libertador,c01356,10.511665468918451,-66.91916567420847,412.47129870129874,El Retiro,0.0005,0.0012
libertador,c01357,10.511665468918451,-66.91779525972885,412.47129870129874,El Retiro,0.0005,0.0012
libertador,c01358,10.511665468918451,-66.91642484524922,412.47129870129874,El Retiro,0.0005,0.0012
libertador,c01359,10.511665468918451,-66.9150544307696,412.47129870129874,El Retiro,0.0005,0.0011
libertador,c01360,10.511665468918451,-66.91368401628998,412.47129870129874,El Retiro,0.0005,0.0011
libertador,c01361,10.511665468918451,-66.91231360181035,412.47129870129874,El Retiro,0.0006,0.0
libertador,c01362,10.511665468918451,-66.91094318733073,412.47129870129874,El Retiro,0.0006,0.0011
